stock_no,product_size,profit,product_type,weight,product_name
5152,4.47,227.46,food,12.39,quinoa
8313,8.21,227.47,furniture,5.68,dining table
746,0.2,227.53,furniture,12.51,desk
9354,8.69,227.55,furniture,7.87,desk
2016,0.64,227.56,food,14.14,whey
973,4.9,227.57,furniture,10.65,press
9613,5.81,227.58,food,17.81,roll
5750,8.67,227.69,furniture,13.91,shelves
6727,9.48,227.73,furniture,16.8,bed
7610,5.0,227.93,furniture,18.87,bed
4563,5.26,228.37,food,6.2,chicken
7602,8.43,228.72,furniture,9.46,cot
5349,8.13,228.82,furniture,12.34,chair
3370,6.63,229.01,furniture,17.39,desk
8219,1.84,229.06,furniture,2.85,desk
843,9.13,229.08,clothing,16.06,tie
421,4.83,229.29,furniture,8.1,press
9126,4.48,229.31,food,3.55,sauce
8280,2.09,229.35,clothing,13.52,trousers
5518,8.08,229.58,clothing,14.81,t-shirt
8828,5.92,229.59,clothing,15.77,shirt
7111,4.0,229.69,clothing,14.25,underwear
8082,0.17,229.69,food,8.35,sauce
5877,0.79,229.73,clothing,3.89,tie
384,6.77,229.74,furniture,11.34,shelves
7811,2.81,229.74,furniture,2.15,bed
8873,4.38,229.96,clothing,0.16,shirt
4580,1.34,230.0,clothing,13.31,skirt
9982,8.5,230.07,furniture,12.6,shelves
1040,2.53,230.16,furniture,16.85,desk
2005,2.7,230.19,clothing,19.49,polo
667,5.85,230.3,food,9.6,whey
4612,8.25,230.33,clothing,15.7,tie
5424,3.18,230.38,furniture,11.13,desk
558,6.42,230.44,furniture,18.7,sofa
3454,9.4,230.45,furniture,11.0,sofa
1405,3.13,230.51,clothing,3.33,polo
4013,5.99,230.59,furniture,9.47,press
8685,9.16,230.74,clothing,11.27,trousers
2144,2.13,230.9,food,3.62,noodles
9797,8.71,230.9,furniture,4.63,bed
8221,9.35,230.93,food,14.89,yoghurt
2311,8.53,230.97,clothing,12.19,jeans
1385,6.3,231.04,clothing,3.41,jeans
6640,8.32,231.16,furniture,0.84,sofa
874,6.57,231.36,clothing,9.22,tie
6785,8.87,231.4,furniture,2.31,shelves
5520,9.75,231.49,clothing,2.93,tie
6560,6.59,231.54,clothing,16.56,trousers
7352,4.53,231.57,furniture,6.12,cot
4410,3.14,231.59,furniture,7.92,press
3468,3.71,231.6,food,2.84,chicken
5209,9.98,231.76,clothing,5.22,tie
8786,3.94,231.76,clothing,1.93,dress
1975,3.3,231.79,clothing,7.17,tie
208,0.44,231.82,furniture,2.67,bed
5171,6.04,231.91,clothing,14.72,socks
4908,0.48,231.92,furniture,2.1,chair
2817,2.61,231.93,furniture,2.44,press
5648,6.52,232.04,food,1.16,ice cream
5315,4.21,232.07,clothing,0.12,socks
5842,6.02,232.37,clothing,2.66,trousers
2018,8.28,232.64,food,2.5,quinoa
6540,5.19,232.68,furniture,2.06,bed
6083,8.41,232.81,clothing,15.75,shirt
1051,0.61,232.86,clothing,4.01,socks
6410,1.43,232.97,furniture,19.78,cot
4743,5.36,233.03,furniture,0.21,sofa
1237,6.0,233.06,clothing,17.74,trousers
3788,2.02,233.24,furniture,11.29,sofa
2463,2.91,233.33,furniture,13.37,press
3957,1.64,233.47,food,17.71,roll
4496,8.59,233.51,food,7.98,roll
4412,1.07,233.79,clothing,3.28,underwear
3961,2.18,233.8,clothing,2.5,tie
1761,3.83,233.91,furniture,6.36,shelves
7109,5.76,234.22,furniture,4.14,sofa
9412,2.11,234.28,clothing,11.72,tie
3377,7.51,234.33,food,12.15,ice cream
2306,1.47,234.34,food,12.62,yoghurt
138,0.13,234.36,clothing,2.1,tie
2186,7.63,234.4,furniture,15.18,shelves
5944,8.71,234.43,food,9.7,beef
7643,3.09,234.43,clothing,13.85,polo
215,3.18,234.47,clothing,7.01,shirt
9938,0.06,234.55,furniture,3.23,bed
7044,9.47,234.7,food,0.24,chicken
6717,1.45,234.72,furniture,9.34,cot
6053,6.77,235.0,furniture,9.36,chair
6431,3.91,235.02,clothing,0.15,skirt
8876,2.24,235.02,clothing,12.65,underwear
5256,4.92,235.04,furniture,0.89,cot
5833,7.42,235.04,clothing,17.19,shirt
4866,6.3,235.12,furniture,14.56,shelves
178,7.33,235.27,clothing,5.11,jeans
1450,7.42,235.31,food,14.96,whey
8893,5.03,235.33,furniture,5.42,bed
7074,6.66,235.34,furniture,16.48,shelves
4194,9.38,235.6,food,17.12,yoghurt
8944,4.94,235.64,furniture,19.09,shelves
9392,2.1,235.64,clothing,4.79,dress
7135,1.53,235.67,clothing,19.31,skirt
3797,6.83,235.69,clothing,15.09,trousers
6170,0.8,235.78,furniture,0.38,dining table
4183,9.79,235.98,food,14.08,rice
4634,6.29,235.98,food,1.51,noodles
5822,9.28,236.11,clothing,8.25,t-shirt
5757,3.04,236.67,clothing,18.86,skirt
300,6.6,236.87,food,4.08,chicken
1654,9.54,236.89,furniture,3.67,chair
1406,8.05,236.9,furniture,3.64,press
5643,4.25,236.91,furniture,15.32,dining table
1551,5.79,237.06,food,12.16,yoghurt
6150,4.03,237.23,food,16.28,noodles
3693,6.1,237.64,furniture,7.62,bed
7759,6.58,237.68,food,0.03,noodles
9492,4.69,237.71,furniture,19.15,desk
7847,2.1,237.8,food,15.04,quinoa
5280,8.45,237.89,furniture,9.72,cot
6407,5.13,237.94,food,0.69,quinoa
8359,0.18,237.98,clothing,8.94,shirt
830,4.68,237.99,food,9.86,roll
2722,0.52,238.05,food,11.63,bread
4638,5.79,238.29,furniture,9.27,dining table
3575,0.36,238.35,furniture,19.68,desk
1473,2.36,238.57,furniture,5.39,chair
4494,9.16,238.57,furniture,17.48,bed
6617,5.92,238.7,furniture,16.09,dining table
6341,6.18,238.77,food,15.35,yoghurt
9234,6.95,238.91,furniture,15.23,sofa
4116,7.57,238.95,clothing,9.32,trousers
9046,0.08,239.23,clothing,8.21,t-shirt
4469,5.54,239.26,food,9.78,sauce
1581,2.97,239.56,furniture,5.81,shelves
9517,3.64,239.59,clothing,8.97,underwear
658,2.85,239.76,clothing,10.17,dress
2788,6.38,239.94,food,15.85,wrap
293,0.89,240.0,clothing,3.68,underwear
8779,2.34,240.0,clothing,16.98,jeans
9258,9.91,240.36,food,0.79,bread
9447,0.55,240.54,clothing,3.25,trousers
9152,8.86,240.64,food,5.07,noodles
7575,4.26,240.67,food,13.04,yoghurt
3490,9.84,240.72,clothing,17.19,t-shirt
4086,9.97,240.73,furniture,11.43,shelves
5247,2.58,240.86,food,13.5,sauce
1499,6.11,241.04,furniture,17.94,shelves
655,0.81,241.1,food,4.33,rice
8348,6.98,241.38,clothing,7.01,trousers
6187,8.33,241.39,food,8.11,yoghurt
3145,4.57,241.62,clothing,13.22,socks
5090,7.45,241.65,clothing,3.08,t-shirt
6121,5.74,241.71,furniture,0.73,chair
2557,2.55,241.79,clothing,4.83,socks
6326,4.1,241.8,clothing,14.55,underwear
2720,6.7,241.81,food,13.57,chicken
9664,0.09,241.81,food,13.19,wrap
6371,4.65,241.9,furniture,16.25,desk
7236,0.72,242.03,food,14.7,yoghurt
9802,5.61,242.12,furniture,4.07,shelves
4141,1.59,242.17,furniture,8.97,chair
1209,1.55,242.24,clothing,17.77,jeans
4711,6.89,242.32,food,10.57,whey
8071,3.09,242.57,clothing,7.83,tie
793,9.47,242.61,clothing,12.46,dress
1493,7.81,242.63,food,4.92,whey
4360,4.44,242.71,clothing,16.64,trousers
3978,9.25,242.75,furniture,14.25,dining table
319,8.1,242.78,furniture,16.77,sofa
1583,3.28,242.86,clothing,6.06,t-shirt
2675,0.76,242.94,furniture,9.34,chair
4467,6.91,243.04,clothing,8.45,underwear
4167,9.28,243.21,clothing,14.22,jeans
7420,6.24,243.22,furniture,14.38,bed
8622,8.02,243.24,furniture,18.43,cot
4618,7.76,243.33,furniture,15.71,cot
4045,4.14,243.35,clothing,0.84,socks
4635,4.7,243.43,food,14.96,ice cream
8602,6.87,243.46,clothing,3.55,underwear
9573,2.24,243.49,furniture,3.83,cot
759,0.7,243.56,clothing,15.65,tie
8642,3.22,243.59,clothing,17.22,underwear
6917,7.0,243.97,furniture,13.51,shelves
881,5.3,243.99,food,0.12,yoghurt
1621,6.1,244.05,furniture,0.72,press
5006,3.82,244.1,food,17.92,chicken
5433,4.32,244.14,furniture,19.06,cot
202,1.95,244.58,clothing,8.68,underwear
1739,8.91,244.78,clothing,2.08,jeans
8387,4.66,244.78,clothing,4.04,t-shirt
6358,0.44,244.89,food,19.02,quinoa
8763,8.37,245.02,food,4.73,bread
326,5.28,245.09,furniture,19.74,bed
113,6.24,245.12,food,13.04,beef
4681,5.48,245.28,food,18.17,whey
6126,0.07,245.34,clothing,4.54,shirt
3600,0.26,245.58,furniture,1.7,chair
7187,9.27,245.73,furniture,5.13,shelves
1932,2.31,245.8,food,14.71,noodles
3793,5.66,245.89,furniture,18.32,desk
3864,2.6,246.14,clothing,18.99,socks
2109,9.03,246.43,furniture,4.78,sofa
2628,3.04,246.68,furniture,14.63,cot
2047,7.57,246.69,clothing,19.28,shirt
7197,8.56,246.71,furniture,8.39,sofa
478,2.51,246.79,clothing,14.75,skirt
1731,6.63,246.84,furniture,9.73,sofa
8844,1.93,246.85,clothing,3.87,underwear
1295,0.06,247.0,furniture,1.62,desk
4823,4.92,247.1,furniture,0.02,cot
6178,7.74,247.15,clothing,0.83,trousers
4761,3.47,247.17,clothing,12.07,shirt
515,3.19,247.26,food,7.69,roll
8936,0.42,247.26,furniture,9.55,dining table
5533,7.57,247.3,food,18.06,bread
9434,4.35,247.32,clothing,11.53,jeans
2510,6.68,247.38,food,5.83,whey
4232,7.51,247.39,furniture,13.55,press
6224,0.68,247.44,clothing,7.31,socks
36,7.27,247.66,food,14.33,rice
7676,4.38,247.77,furniture,7.92,chair
9977,3.95,247.78,furniture,3.61,sofa
4802,4.88,248.03,clothing,1.74,shirt
5957,4.77,248.03,food,13.98,sauce
1678,7.05,248.07,clothing,18.81,skirt
3699,1.03,248.09,food,7.68,roll
4168,9.05,248.19,furniture,16.74,sofa
1067,7.91,248.21,clothing,17.83,skirt
2329,5.63,248.22,clothing,18.28,trousers
7157,8.55,248.25,food,12.29,bread
5102,1.91,248.3,food,18.9,chicken
4341,0.22,248.35,food,4.51,roll
4835,5.13,248.37,food,4.27,roll
6181,0.58,248.72,furniture,5.15,dining table
5491,6.12,248.85,food,14.1,beef
486,0.3,248.97,clothing,19.38,tie
7743,3.76,249.02,food,8.63,beef
7095,6.41,249.11,furniture,9.13,bed
827,6.88,249.32,food,10.21,wrap
7253,4.61,249.34,furniture,6.54,bed
911,9.69,249.37,clothing,16.15,polo
6138,8.08,249.45,clothing,6.16,t-shirt
5684,4.46,249.52,furniture,18.47,bed
7734,1.35,249.54,clothing,13.36,shirt
7432,0.19,249.62,furniture,6.53,desk
7361,7.38,249.67,furniture,17.65,sofa
1210,2.39,249.83,food,13.87,sauce
154,0.79,249.89,furniture,15.63,chair
5392,3.29,249.97,food,19.68,bread
1517,6.49,250.15,furniture,10.28,chair
8444,5.81,250.18,food,11.17,rice
7173,8.3,250.29,food,6.66,noodles
5888,7.46,250.32,furniture,3.65,sofa
1607,1.09,250.41,food,1.13,quinoa
981,8.0,250.55,clothing,18.87,tie
8249,6.47,250.63,furniture,16.06,desk
8856,1.9,250.63,food,18.68,bread
2279,4.39,250.76,food,9.1,sauce
3359,7.43,250.77,food,15.1,noodles
9901,3.74,250.98,clothing,0.86,underwear
8914,6.06,251.0,clothing,8.1,jeans
5038,3.01,251.05,furniture,17.37,press
1874,8.39,251.11,clothing,6.96,jeans
1325,1.04,251.35,furniture,3.56,desk
4661,6.75,251.42,clothing,2.8,jeans
8905,4.42,251.42,food,15.37,chicken
3576,9.38,251.59,furniture,15.9,desk
6601,5.24,251.67,food,7.46,yoghurt
1190,8.08,251.85,clothing,7.01,shirt
9117,5.23,251.88,clothing,6.07,socks
1645,8.52,251.99,furniture,16.21,bed
3718,7.38,252.02,clothing,15.85,trousers
7754,0.19,252.18,clothing,3.36,polo
7779,8.69,252.2,furniture,9.18,cot
9879,5.33,252.26,clothing,12.34,polo
754,9.17,252.32,furniture,13.78,press
2785,7.32,252.56,food,4.5,whey
2907,6.93,252.57,clothing,15.78,tie
9975,8.54,252.57,clothing,11.86,polo
7521,1.74,252.66,food,17.77,whey
3437,1.95,252.97,furniture,8.3,chair
5497,0.8,252.98,clothing,2.88,polo
3866,6.04,253.07,clothing,14.25,polo
1383,7.51,253.15,clothing,5.83,dress
5480,8.6,253.32,clothing,4.08,skirt
8700,3.34,253.5,food,13.33,ice cream
9232,0.1,253.56,furniture,6.07,bed
9918,4.52,253.71,food,4.89,noodles
6395,6.89,253.72,clothing,5.12,dress
159,5.59,253.84,furniture,10.87,chair
2107,9.54,253.89,furniture,8.25,sofa
6966,1.8,253.99,clothing,10.97,shirt
2527,0.96,254.03,furniture,18.26,bed
7934,0.88,254.08,clothing,14.2,skirt
2236,5.05,254.16,furniture,19.99,sofa
1589,7.03,254.36,food,3.96,noodles
2103,8.95,254.36,food,6.57,quinoa
6029,8.81,254.38,furniture,16.55,cot
1774,6.76,254.58,furniture,18.0,shelves
9437,7.02,254.65,food,12.79,bread
3700,2.44,254.67,clothing,4.02,dress
5670,9.69,255.2,clothing,5.76,underwear
7669,5.6,255.38,food,9.5,beef
6973,7.07,255.58,clothing,3.27,socks
6581,6.83,255.59,clothing,3.61,t-shirt
5909,3.06,255.78,food,16.19,sauce
8651,6.96,255.82,furniture,10.03,dining table
5484,4.45,255.93,clothing,18.43,underwear
8952,8.61,255.96,food,13.06,noodles
1516,7.76,256.09,clothing,12.14,polo
3966,6.41,256.11,food,19.33,sauce
7974,8.07,256.12,clothing,10.98,trousers
7392,5.05,256.18,furniture,2.6,dining table
246,2.28,256.27,furniture,16.73,desk
4712,9.76,256.36,furniture,3.07,sofa
5290,6.05,256.39,clothing,1.92,tie
2606,0.92,256.41,food,0.71,chicken
7380,5.68,256.42,food,14.14,noodles
4349,7.44,256.55,food,9.18,rice
4540,8.45,256.73,furniture,6.36,press
48,1.62,256.75,furniture,12.05,cot
211,5.1,256.76,clothing,9.69,jeans
7533,1.5,256.83,clothing,6.89,dress
5862,0.52,256.95,furniture,10.28,bed
3601,0.24,256.99,clothing,0.28,t-shirt
2157,0.97,257.18,food,1.37,noodles
9213,1.81,257.25,food,0.79,chicken
2072,0.52,257.28,furniture,17.85,dining table
7650,7.02,257.74,furniture,5.85,chair
8795,6.66,257.77,clothing,15.05,polo
2051,0.86,257.98,furniture,8.51,dining table
2577,2.34,258.08,food,19.9,chicken
2292,4.56,258.43,furniture,10.37,dining table
8216,5.28,258.45,clothing,2.37,trousers
1443,1.36,258.59,food,5.59,bread
5369,8.38,258.65,clothing,17.46,tie
6258,8.41,258.73,furniture,12.29,shelves
7717,2.85,258.86,food,13.37,bread
4517,6.9,258.95,furniture,1.03,cot
4685,8.9,259.17,food,0.09,roll
9142,3.95,259.45,food,2.93,roll
1670,1.27,259.59,furniture,11.81,shelves
9022,3.56,259.92,furniture,19.1,press
5028,1.57,260.39,clothing,7.99,polo
3120,1.32,260.42,furniture,16.47,bed
4362,8.84,260.5,clothing,13.86,skirt
1547,1.66,260.66,furniture,8.18,cot
6303,7.61,260.71,furniture,6.71,cot
5235,8.33,260.76,food,0.45,noodles
5445,4.08,260.84,clothing,6.85,trousers
8077,7.03,261.16,clothing,13.99,polo
5265,7.36,261.25,food,5.81,rice
5828,6.7,261.31,clothing,4.75,underwear
4688,7.63,261.45,furniture,16.25,cot
8114,3.08,261.47,clothing,1.18,t-shirt
1487,1.72,261.55,food,17.42,ice cream
7528,8.91,261.6,furniture,2.68,sofa
5806,8.57,261.61,food,3.86,quinoa
5099,9.46,261.65,furniture,19.42,shelves
6388,9.83,261.65,furniture,15.53,bed
6295,3.22,261.76,furniture,5.5,press
1841,7.28,261.78,furniture,1.33,dining table
7054,6.55,261.99,food,5.67,bread
3098,9.88,262.02,food,0.47,wrap
7556,9.45,262.29,furniture,6.93,cot
7620,4.04,262.48,food,11.18,noodles
685,5.76,262.79,clothing,18.81,t-shirt
3925,1.02,262.87,clothing,16.53,skirt
8738,7.4,263.03,food,19.41,sauce
4366,8.7,263.11,food,14.36,beef
3115,9.64,263.27,furniture,2.41,sofa
5427,5.34,263.43,clothing,10.34,trousers
7540,9.41,263.62,furniture,5.38,shelves
2985,5.63,263.76,furniture,1.07,desk
682,6.15,263.8,clothing,13.49,tie
4328,1.2,263.85,furniture,9.46,press
5106,8.44,263.88,clothing,7.99,socks
6320,7.41,264.02,clothing,10.95,underwear
2719,3.72,264.08,food,16.24,chicken
7312,0.64,264.14,food,9.83,roll
5569,3.26,264.25,furniture,6.89,chair
8589,0.6,264.27,food,17.35,beef
3483,4.82,264.29,furniture,8.83,press
2428,2.37,264.46,food,0.51,wrap
9218,2.93,264.56,furniture,13.02,shelves
2934,1.21,264.73,food,17.44,sauce
5598,0.87,264.78,furniture,12.31,bed
3907,5.68,264.81,furniture,13.57,shelves
9600,2.72,264.87,food,8.9,sauce
1594,2.88,264.94,food,2.24,sauce
6788,7.74,265.01,food,14.27,roll
9133,1.03,265.02,furniture,15.97,chair
2837,2.45,265.07,clothing,0.34,socks
6690,5.87,265.07,clothing,3.73,polo
1433,1.27,265.19,food,12.16,beef
9415,3.89,265.26,clothing,3.66,polo
1672,7.71,265.48,furniture,18.31,shelves
2304,6.91,265.66,clothing,12.61,polo
1974,0.37,265.72,food,4.57,chicken
1258,7.42,265.83,clothing,6.82,tie
2772,4.51,266.11,clothing,15.44,dress
6033,4.36,266.15,clothing,12.21,tie
2202,9.13,266.47,food,19.2,roll
9530,3.7,266.52,furniture,5.76,sofa
2900,3.41,266.53,clothing,5.61,socks
9207,9.13,266.57,food,9.69,quinoa
1686,4.28,266.58,food,17.45,yoghurt
6028,4.23,266.75,furniture,0.75,sofa
5765,2.66,266.97,clothing,4.99,trousers
1360,2.2,267.08,food,8.29,noodles
8712,2.88,267.58,clothing,1.19,dress
2806,4.63,267.78,clothing,8.27,tie
5129,9.09,268.04,food,0.03,beef
4922,2.03,268.1,clothing,2.22,dress
2869,2.07,268.14,clothing,4.69,shirt
7964,2.45,268.2,clothing,5.49,shirt
6282,9.37,268.24,food,6.03,ice cream
8429,5.04,268.45,food,2.61,bread
8374,2.01,268.61,furniture,12.76,cot
5225,6.02,268.8,food,4.86,beef
9984,2.52,268.81,clothing,3.19,underwear
8498,3.7,268.94,clothing,1.18,socks
5523,1.23,269.38,food,17.2,ice cream
6542,7.25,269.59,food,1.53,bread
1978,9.22,269.73,food,5.73,ice cream
5243,2.13,269.91,furniture,7.57,cot
9599,9.5,270.19,food,2.54,noodles
5094,2.2,270.26,food,1.29,roll
35,5.42,270.29,furniture,2.74,chair
9969,1.51,270.4,furniture,10.06,bed
4775,6.9,270.41,food,18.5,sauce
5694,7.82,270.75,food,12.27,chicken
4703,3.6,270.84,furniture,10.37,chair
1292,4.44,271.16,furniture,5.72,cot
1480,3.56,271.41,food,5.4,bread
1334,2.18,271.45,food,5.73,chicken
3555,2.84,271.45,furniture,17.25,sofa
4523,0.32,271.46,clothing,16.7,skirt
5139,5.46,271.62,furniture,2.91,dining table
2386,4.6,271.73,furniture,15.79,desk
9986,9.98,272.07,furniture,6.8,cot
425,3.6,272.17,furniture,10.78,press
5943,3.54,272.28,food,4.99,rice
4998,3.73,272.29,furniture,16.25,desk
9704,6.93,272.47,furniture,11.75,cot
9302,8.98,272.49,food,5.35,ice cream
992,8.29,272.54,furniture,17.5,chair
6933,4.07,272.63,clothing,4.42,trousers
9320,3.66,272.69,clothing,3.49,socks
711,9.33,272.7,food,8.3,ice cream
9130,4.43,272.84,food,11.23,whey
3773,1.78,272.89,food,1.81,quinoa
5231,4.46,272.92,clothing,13.15,polo
6522,5.8,272.95,food,2.68,quinoa
6564,7.62,273.0,food,4.58,chicken
64,4.02,273.04,clothing,19.3,trousers
7723,9.96,273.12,clothing,7.34,dress
9414,7.76,273.3,clothing,16.95,shirt
7423,4.85,273.4,furniture,13.55,shelves
5299,2.91,273.44,clothing,15.31,trousers
8742,0.65,273.47,clothing,1.61,dress
9788,5.18,273.53,clothing,12.06,tie
2466,5.13,273.69,food,10.87,bread
1358,5.49,273.71,furniture,5.87,press
5621,2.89,273.77,clothing,1.76,underwear
8623,3.56,273.84,clothing,4.88,dress
4834,2.13,274.13,furniture,0.76,bed
6305,0.9,274.28,furniture,16.63,dining table
6409,3.63,274.38,food,16.43,rice
314,4.24,274.59,furniture,16.82,shelves
1492,0.81,274.6,furniture,4.77,press
3827,2.55,274.62,furniture,5.35,dining table
9230,7.87,274.62,clothing,12.6,tie
8376,5.16,274.83,furniture,8.77,sofa
4977,3.63,275.06,furniture,9.28,sofa
7619,0.4,275.28,furniture,4.56,sofa
2586,6.88,275.31,furniture,9.18,chair
829,2.65,275.34,clothing,1.76,tie
440,0.36,275.46,food,13.47,noodles
1479,0.09,276.04,furniture,18.37,chair
8490,9.12,276.05,clothing,16.35,socks
7470,5.19,276.1,food,16.93,chicken
6080,4.13,276.13,furniture,13.1,shelves
7307,4.43,276.14,furniture,12.8,sofa
8608,3.77,276.18,clothing,14.48,t-shirt
2379,9.94,276.43,furniture,1.07,press
3845,7.05,276.58,furniture,13.32,chair
9767,6.1,276.68,food,6.05,yoghurt
7841,9.05,276.74,clothing,6.05,tie
4127,9.42,277.06,clothing,14.66,jeans
3498,4.44,277.12,food,4.23,wrap
7641,9.96,277.14,clothing,14.99,socks
6454,6.58,277.23,food,1.15,whey
2931,1.8,277.27,furniture,11.35,desk
5112,2.26,277.31,clothing,11.15,t-shirt
5777,1.42,277.36,food,3.36,noodles
8379,6.37,277.36,food,19.04,wrap
5108,5.99,277.4,food,5.53,yoghurt
8983,4.63,277.4,furniture,13.16,dining table
4058,2.26,277.49,furniture,12.1,press
5837,5.28,277.49,furniture,9.73,desk
2609,0.32,277.67,furniture,2.54,desk
2947,7.8,278.03,clothing,17.12,trousers
2496,2.58,278.1,food,17.27,roll
5939,6.12,278.14,clothing,2.13,tie
1100,1.31,278.44,clothing,18.32,polo
5419,6.67,278.49,furniture,14.18,sofa
9332,3.74,278.54,food,3.37,roll
7588,5.91,278.62,furniture,5.22,dining table
993,8.71,278.67,food,9.48,roll
5000,6.83,278.89,furniture,12.36,desk
6135,3.25,279.08,clothing,14.04,underwear
4483,7.98,279.19,furniture,2.76,dining table
5036,0.49,279.33,food,5.28,quinoa
5628,4.72,279.4,furniture,2.3,dining table
165,8.35,279.48,furniture,16.16,bed
3422,6.2,279.71,food,19.61,wrap
551,2.11,279.72,furniture,11.29,shelves
1918,4.82,279.84,furniture,7.65,shelves
8628,0.8,279.92,food,14.6,quinoa
8672,5.06,279.93,furniture,9.49,cot
1218,9.62,279.97,clothing,19.27,jeans
1644,1.53,280.08,food,2.37,sauce
9166,1.49,280.47,furniture,8.76,sofa
5470,2.61,280.54,furniture,18.92,press
2395,1.58,280.64,clothing,11.76,t-shirt
3877,7.92,280.68,furniture,8.12,chair
4715,5.97,280.77,clothing,3.37,tie
1213,8.32,280.85,clothing,10.21,tie
1696,3.97,281.07,clothing,9.94,underwear
4344,4.72,281.08,food,18.48,beef
257,2.4,281.31,clothing,5.48,underwear
8299,7.79,281.42,furniture,16.44,shelves
9129,5.43,281.44,food,8.69,quinoa
9157,7.89,281.58,food,3.01,whey
4979,5.86,281.71,clothing,9.87,shirt
9943,0.32,281.84,furniture,11.73,sofa
4821,3.81,282.05,furniture,11.71,cot
8991,9.89,282.34,furniture,15.31,sofa
5025,0.95,282.35,clothing,17.67,skirt
7167,0.3,282.52,furniture,19.37,press
7701,4.52,282.52,furniture,1.38,shelves
4251,7.77,282.56,clothing,3.14,socks
2488,5.55,282.57,clothing,2.86,jeans
1372,0.34,282.58,food,6.9,rice
779,6.17,282.68,clothing,10.2,t-shirt
6465,9.27,282.68,food,6.56,bread
9668,7.52,282.68,clothing,4.44,trousers
1795,3.48,282.75,clothing,15.88,polo
1309,3.55,282.86,furniture,13.02,sofa
8551,0.43,282.9,furniture,1.8,chair
5863,3.08,282.91,clothing,7.94,dress
9010,1.76,283.08,food,15.36,ice cream
1968,4.25,283.12,clothing,5.25,jeans
6979,2.06,283.13,furniture,0.09,sofa
1368,2.79,283.14,furniture,17.39,chair
7856,0.65,283.16,furniture,17.63,shelves
5770,9.5,283.19,furniture,19.77,cot
7345,6.45,283.21,clothing,8.44,t-shirt
4928,5.15,283.31,clothing,14.26,shirt
2862,0.43,283.41,clothing,7.01,trousers
2295,3.44,283.65,clothing,1.61,trousers
1212,8.03,283.77,clothing,11.0,socks
2167,0.34,283.8,furniture,6.65,cot
4709,5.13,284.11,food,16.57,quinoa
9153,9.54,284.14,furniture,9.06,dining table
2820,0.35,284.22,furniture,15.54,sofa
8260,2.1,284.24,clothing,18.48,shirt
206,3.99,284.26,furniture,14.33,dining table
356,1.36,284.39,food,10.89,quinoa
2878,1.11,284.4,clothing,1.29,dress
6136,3.79,284.41,furniture,5.35,cot
612,5.63,284.43,clothing,1.84,dress
3330,5.91,284.62,food,5.12,wrap
1240,1.53,284.74,furniture,18.53,bed
4106,4.25,285.05,food,17.4,chicken
817,0.99,285.06,clothing,0.69,underwear
1828,8.82,285.07,food,15.39,beef
2893,0.18,285.14,food,10.75,ice cream
6109,7.05,285.34,food,0.88,whey
5613,9.02,285.67,clothing,3.94,underwear
9429,0.85,285.68,clothing,8.01,tie
3753,9.62,285.88,clothing,16.91,skirt
8646,7.85,285.9,food,2.63,noodles
8565,9.85,285.99,food,0.89,beef
6691,2.77,286.09,clothing,19.65,dress
8935,0.61,286.45,furniture,7.97,press
4665,3.89,286.49,food,6.95,roll
3232,8.07,286.54,food,18.53,yoghurt
1615,2.95,286.64,food,2.7,whey
480,5.06,287.13,furniture,1.2,bed
1630,3.67,287.13,food,7.49,ice cream
2489,2.16,287.21,furniture,6.16,press
8167,5.12,287.27,furniture,13.61,press
7398,6.86,287.43,clothing,12.11,trousers
8232,4.29,287.72,food,0.94,rice
4079,8.67,287.87,clothing,8.56,t-shirt
8588,5.47,287.9,furniture,19.57,shelves
4726,3.11,288.21,furniture,1.65,desk
4503,3.3,288.33,clothing,2.61,dress
5592,6.82,288.33,furniture,15.02,desk
1390,3.72,288.43,clothing,16.29,dress
7388,9.35,288.75,food,10.52,noodles
4113,9.71,289.31,food,3.9,whey
8401,1.08,289.54,food,7.73,wrap
1546,6.31,289.58,furniture,10.77,bed
7757,3.35,289.73,clothing,7.55,polo
9654,3.65,289.85,furniture,15.8,press
5548,9.5,289.91,food,4.53,ice cream
9,3.24,289.96,food,10.96,rice
5356,2.81,290.04,furniture,13.46,press
4145,9.85,290.06,food,1.46,chicken
7059,5.46,290.2,food,19.31,sauce
1031,9.76,290.27,furniture,19.12,chair
4994,7.92,290.57,food,6.4,rice
5156,5.68,290.73,clothing,9.45,skirt
4781,4.76,290.82,furniture,17.12,press
5959,7.36,290.83,clothing,0.95,underwear
584,9.67,290.88,food,3.93,chicken
5816,5.04,290.91,clothing,17.35,tie
337,3.08,290.97,furniture,6.4,press
8222,8.59,291.21,food,5.67,yoghurt
6071,7.99,291.28,clothing,0.74,underwear
846,8.03,291.35,clothing,6.18,t-shirt
3783,2.62,291.35,furniture,9.95,chair
3776,1.81,291.5,clothing,16.58,polo
8526,1.42,291.52,clothing,19.46,tie
650,4.84,291.58,food,10.0,ice cream
1275,0.83,291.61,clothing,5.48,polo
5713,2.13,291.63,furniture,10.37,shelves
23,1.23,291.64,clothing,6.42,t-shirt
631,1.24,291.67,food,14.39,bread
8183,9.47,291.72,food,5.42,chicken
8213,6.64,291.82,furniture,1.91,sofa
1883,1.88,291.89,furniture,6.37,cot
1799,5.04,291.95,clothing,5.39,tie
5553,4.59,291.96,food,11.73,bread
