stock_no,product_size,profit,product_type,weight,product_name
5292,2.32,347.54,furniture,4.38,desk
6045,2.32,537.58,furniture,9.16,sofa
6833,2.32,922.93,clothing,13.01,tie
9322,2.32,897.37,food,0.06,sauce
9457,2.32,509.42,furniture,13.25,press
9717,2.32,870.28,furniture,12.58,shelves
930,2.33,34.14,food,9.68,rice
1759,2.33,389.79,food,16.57,ice cream
2438,2.33,142.96,food,13.66,noodles
2912,2.33,982.24,furniture,10.46,dining table
3836,2.33,542.42,food,7.92,wrap
4253,2.33,172.41,furniture,9.44,bed
4462,2.33,121.56,furniture,2.81,cot
5144,2.33,707.68,food,18.8,beef
5219,2.33,539.9,food,1.55,bread
6336,2.33,599.83,furniture,16.8,desk
6508,2.33,576.77,clothing,7.53,tie
8639,2.33,118.36,clothing,13.58,jeans
332,2.34,984.8,furniture,11.85,sofa
1401,2.34,566.55,clothing,11.59,t-shirt
2577,2.34,258.08,food,19.9,chicken
3025,2.34,66.8,clothing,7.58,dress
6510,2.34,974.74,food,11.61,whey
7172,2.34,122.42,furniture,8.62,shelves
7626,2.34,194.97,clothing,14.62,tie
7689,2.34,846.18,clothing,9.95,trousers
8779,2.34,240.0,clothing,16.98,jeans
1117,2.35,546.35,furniture,0.1,press
1732,2.35,750.11,clothing,2.81,polo
1790,2.35,397.45,clothing,1.13,shirt
2337,2.35,313.16,food,15.65,roll
2542,2.35,859.13,furniture,6.82,sofa
2640,2.35,59.89,furniture,2.59,bed
4066,2.35,165.13,clothing,3.31,shirt
6871,2.35,357.31,food,12.83,ice cream
6997,2.35,471.94,clothing,4.79,shirt
7698,2.35,346.24,clothing,10.85,dress
100,2.36,423.09,clothing,18.97,tie
1043,2.36,824.91,furniture,7.41,chair
1336,2.36,815.67,clothing,6.42,socks
1473,2.36,238.57,furniture,5.39,chair
1626,2.36,580.91,furniture,15.61,desk
2271,2.36,151.81,furniture,15.08,sofa
4820,2.36,48.99,furniture,18.66,chair
5170,2.36,441.88,clothing,7.97,jeans
5366,2.36,361.12,furniture,8.11,dining table
5783,2.36,294.87,furniture,13.7,sofa
6237,2.36,627.38,clothing,2.49,shirt
6245,2.36,420.38,clothing,4.99,trousers
7695,2.36,90.49,furniture,8.02,bed
9520,2.36,853.87,food,5.51,quinoa
962,2.37,900.83,furniture,7.26,dining table
1070,2.37,48.49,clothing,9.81,trousers
1422,2.37,171.33,furniture,7.09,dining table
2428,2.37,264.46,food,0.51,wrap
5529,2.37,110.51,clothing,10.62,skirt
7030,2.37,199.36,food,0.86,wrap
7456,2.37,620.6,food,3.64,sauce
8060,2.37,552.79,clothing,0.4,underwear
8463,2.37,66.69,furniture,9.41,sofa
8605,2.37,693.62,furniture,6.03,cot
9634,2.37,173.12,clothing,19.46,polo
149,2.38,314.22,furniture,8.8,shelves
2538,2.38,67.13,clothing,12.61,trousers
3061,2.38,466.94,food,15.52,ice cream
3568,2.38,977.22,food,17.89,beef
4331,2.38,814.56,clothing,17.79,underwear
5733,2.38,473.59,food,8.88,quinoa
6048,2.38,157.1,clothing,18.75,dress
6834,2.38,934.55,food,1.1,rice
7532,2.38,975.32,furniture,11.57,shelves
7542,2.38,417.54,clothing,11.98,jeans
8446,2.38,27.74,clothing,9.27,jeans
1210,2.39,249.83,food,13.87,sauce
1388,2.39,903.75,clothing,6.26,dress
1807,2.39,97.78,clothing,14.27,jeans
3744,2.39,766.78,food,2.94,beef
3956,2.39,181.72,furniture,3.18,cot
4682,2.39,817.07,food,3.25,chicken
5165,2.39,699.86,food,1.66,whey
8107,2.39,381.26,food,4.01,whey
8923,2.39,795.2,clothing,17.98,polo
9086,2.39,469.2,food,17.71,beef
9538,2.39,732.76,food,15.5,chicken
9860,2.39,214.3,furniture,18.53,press
257,2.4,281.31,clothing,5.48,underwear
726,2.4,467.85,furniture,17.92,desk
1077,2.4,441.53,clothing,4.46,jeans
2419,2.4,605.17,food,16.69,whey
3682,2.4,97.2,furniture,8.15,desk
6100,2.4,334.99,food,7.81,quinoa
6845,2.4,148.53,clothing,1.36,tie
6961,2.4,591.66,clothing,18.17,skirt
9584,2.4,560.32,clothing,6.94,trousers
2558,2.41,744.97,furniture,7.87,chair
4798,2.41,749.01,clothing,14.58,trousers
5495,2.41,347.79,food,3.65,rice
6220,2.41,214.08,food,13.39,rice
6591,2.41,988.03,clothing,2.38,t-shirt
8560,2.41,294.71,furniture,5.52,cot
167,2.42,768.09,food,18.36,beef
927,2.42,45.55,furniture,4.22,chair
2021,2.42,467.01,furniture,0.99,bed
2831,2.42,295.5,furniture,11.36,press
5254,2.42,653.62,clothing,13.48,underwear
7732,2.42,820.78,food,6.84,rice
8140,2.42,879.47,furniture,7.27,cot
9145,2.42,566.52,clothing,1.33,dress
9897,2.42,497.4,furniture,14.77,bed
619,2.43,56.49,food,14.07,wrap
1906,2.43,706.69,furniture,12.84,bed
4755,2.43,463.5,furniture,17.56,bed
5239,2.43,735.0,food,5.79,noodles
5952,2.43,627.12,clothing,1.5,socks
6005,2.43,797.7,food,16.82,sauce
6578,2.43,402.01,furniture,4.81,sofa
6870,2.43,609.84,clothing,4.38,tie
9132,2.43,701.8,furniture,15.09,shelves
9848,2.43,108.31,furniture,1.62,desk
537,2.44,8.65,food,11.59,ice cream
3096,2.44,814.4,clothing,9.65,skirt
3700,2.44,254.67,clothing,4.02,dress
4790,2.44,301.06,food,13.17,ice cream
5512,2.44,366.92,furniture,6.69,press
5576,2.44,988.67,furniture,6.13,press
8028,2.44,830.06,food,15.74,sauce
8214,2.44,785.05,clothing,5.15,polo
8433,2.44,579.73,furniture,17.27,chair
129,2.45,7.66,clothing,5.13,tie
409,2.45,572.22,food,15.38,rice
2260,2.45,921.31,food,9.76,noodles
2837,2.45,265.07,clothing,0.34,socks
5316,2.45,191.73,clothing,15.03,tie
7964,2.45,268.2,clothing,5.49,shirt
8131,2.45,705.6,furniture,10.33,bed
8191,2.45,329.47,food,16.71,wrap
8198,2.45,198.49,furniture,5.18,chair
774,2.46,6.64,furniture,13.28,press
1246,2.46,113.63,furniture,4.99,press
1429,2.46,918.3,food,5.51,roll
3376,2.46,20.5,clothing,7.93,trousers
4622,2.46,362.79,clothing,13.44,tie
4912,2.46,988.96,clothing,8.9,trousers
5672,2.46,48.85,clothing,5.67,polo
6319,2.46,702.71,food,15.35,bread
7306,2.46,474.0,clothing,18.64,skirt
7814,2.46,891.11,clothing,2.69,polo
8019,2.46,873.05,food,19.45,ice cream
1366,2.47,907.69,clothing,3.05,jeans
1771,2.47,636.01,food,3.16,quinoa
2326,2.47,647.88,food,0.41,noodles
3215,2.47,317.48,food,1.68,quinoa
4447,2.47,749.76,food,15.44,yoghurt
6494,2.47,425.1,furniture,7.45,bed
1681,2.48,135.57,food,14.37,yoghurt
3095,2.48,735.25,furniture,18.45,shelves
3304,2.48,888.76,furniture,11.63,sofa
5780,2.48,398.48,furniture,4.15,press
7791,2.48,821.45,clothing,8.63,dress
8243,2.48,367.87,furniture,13.47,cot
8342,2.48,706.26,food,15.09,quinoa
9495,2.48,467.81,food,5.21,rice
2100,2.49,777.45,furniture,14.44,sofa
2593,2.49,212.21,food,12.88,bread
2920,2.49,385.97,clothing,10.85,socks
2942,2.49,379.96,clothing,3.35,trousers
3068,2.49,69.6,clothing,14.89,t-shirt
8356,2.49,885.38,clothing,14.65,underwear
232,2.5,986.99,food,3.41,wrap
1104,2.5,375.51,furniture,3.62,shelves
1671,2.5,513.99,food,7.46,ice cream
2748,2.5,331.85,clothing,15.64,socks
8046,2.5,569.95,furniture,2.66,shelves
8094,2.5,779.35,furniture,16.94,bed
478,2.51,246.79,clothing,14.75,skirt
1426,2.51,722.34,clothing,9.24,shirt
3719,2.51,564.6,clothing,4.14,polo
4163,2.51,197.67,food,18.54,wrap
8083,2.51,396.37,furniture,3.98,shelves
753,2.52,496.53,food,10.15,sauce
2258,2.52,416.99,clothing,7.74,skirt
3492,2.52,995.28,clothing,14.15,shirt
3790,2.52,981.81,food,9.17,quinoa
3915,2.52,31.76,clothing,1.96,trousers
5368,2.52,836.63,furniture,1.21,desk
5393,2.52,526.08,furniture,12.2,shelves
5634,2.52,602.2,food,1.13,chicken
6906,2.52,398.85,clothing,6.16,dress
7024,2.52,549.17,clothing,16.93,trousers
8038,2.52,981.56,clothing,7.69,dress
9705,2.52,306.64,clothing,0.32,t-shirt
9984,2.52,268.81,clothing,3.19,underwear
516,2.53,13.14,clothing,18.63,skirt
1040,2.53,230.16,furniture,16.85,desk
2011,2.53,489.77,furniture,1.12,sofa
3040,2.53,89.72,food,7.57,wrap
3450,2.53,530.88,clothing,18.14,dress
4365,2.53,78.49,food,8.59,whey
4901,2.53,559.73,food,15.85,beef
7493,2.53,591.64,clothing,8.52,shirt
7539,2.53,429.91,food,11.58,chicken
7898,2.53,510.98,food,5.41,yoghurt
9882,2.53,618.67,clothing,5.51,t-shirt
390,2.54,65.95,furniture,5.28,shelves
1165,2.54,528.93,food,3.66,bread
1431,2.54,106.61,furniture,10.67,bed
1565,2.54,982.71,food,5.41,yoghurt
8474,2.54,130.8,furniture,17.17,press
2557,2.55,241.79,clothing,4.83,socks
3827,2.55,274.62,furniture,5.35,dining table
3882,2.55,586.12,furniture,7.4,press
5189,2.55,793.41,clothing,0.22,tie
6464,2.55,830.35,clothing,6.34,trousers
6606,2.55,416.52,furniture,19.28,press
6780,2.55,578.5,clothing,9.24,shirt
2581,2.56,302.39,food,11.92,chicken
3110,2.56,743.28,food,2.49,ice cream
4488,2.56,961.06,furniture,1.55,shelves
4567,2.56,813.62,furniture,17.19,bed
5200,2.56,472.65,clothing,18.9,t-shirt
5486,2.56,133.98,clothing,3.01,jeans
6229,2.56,22.3,furniture,4.18,dining table
6497,2.56,317.38,food,17.71,ice cream
6809,2.56,653.39,furniture,3.99,shelves
6842,2.56,956.89,furniture,1.99,cot
7861,2.56,526.92,food,16.85,ice cream
8821,2.56,875.18,furniture,16.53,bed
700,2.57,670.99,furniture,13.03,bed
3156,2.57,795.74,food,3.18,bread
4140,2.57,213.46,furniture,7.18,bed
4417,2.57,700.96,clothing,16.68,tie
4615,2.57,894.78,furniture,13.52,shelves
5452,2.57,488.05,food,8.65,sauce
7246,2.57,110.54,furniture,7.85,bed
7364,2.57,56.85,food,4.8,roll
8045,2.57,31.73,clothing,9.03,underwear
9003,2.57,8.04,clothing,9.48,skirt
9103,2.57,633.26,furniture,2.68,shelves
405,2.58,292.46,food,2.85,beef
2496,2.58,278.1,food,17.27,roll
3463,2.58,775.75,furniture,5.15,chair
4806,2.58,735.88,furniture,8.05,dining table
4950,2.58,423.37,food,13.59,quinoa
5247,2.58,240.86,food,13.5,sauce
5855,2.58,298.99,food,18.85,beef
5933,2.58,894.85,furniture,14.7,sofa
6019,2.58,442.49,clothing,8.12,shirt
6893,2.58,144.39,furniture,13.09,dining table
8662,2.58,154.56,food,7.56,beef
824,2.59,973.48,furniture,15.83,sofa
2111,2.59,163.13,food,2.97,yoghurt
2821,2.59,536.1,furniture,3.25,dining table
2973,2.59,558.07,clothing,2.1,skirt
3791,2.59,760.9,clothing,6.86,skirt
6643,2.59,516.71,furniture,7.73,chair
8375,2.59,663.58,food,15.96,wrap
9839,2.59,296.69,furniture,12.67,chair
9874,2.59,654.95,clothing,12.57,polo
362,2.6,429.88,clothing,11.99,underwear
374,2.6,540.72,clothing,14.65,underwear
1054,2.6,192.8,furniture,19.09,desk
1149,2.6,412.16,furniture,16.72,shelves
1833,2.6,762.6,furniture,19.13,cot
2478,2.6,419.57,clothing,15.9,underwear
3338,2.6,184.36,furniture,12.37,bed
3739,2.6,612.98,clothing,9.99,jeans
3864,2.6,246.14,clothing,18.99,socks
4759,2.6,953.13,clothing,14.19,skirt
5839,2.6,163.25,food,2.78,noodles
6879,2.6,735.92,food,14.37,ice cream
8417,2.6,436.96,food,3.84,ice cream
8512,2.6,297.9,food,12.02,beef
1321,2.61,842.38,food,1.61,rice
2133,2.61,863.97,food,19.17,bread
2676,2.61,187.34,food,1.17,wrap
2681,2.61,990.58,food,1.5,rice
2817,2.61,231.93,furniture,2.44,press
4664,2.61,812.72,clothing,12.07,t-shirt
4747,2.61,11.47,clothing,7.93,shirt
4809,2.61,904.49,food,19.06,beef
5470,2.61,280.54,furniture,18.92,press
6027,2.61,899.23,food,2.9,bread
7437,2.61,71.39,clothing,17.12,socks
3531,2.62,197.79,furniture,1.75,desk
3746,2.62,189.34,food,0.88,wrap
3783,2.62,291.35,furniture,9.95,chair
3914,2.62,313.24,clothing,13.31,polo
4407,2.62,987.96,food,5.43,quinoa
5625,2.62,735.17,clothing,15.94,shirt
8378,2.62,314.7,food,11.22,ice cream
8919,2.62,961.13,food,1.64,roll
8932,2.62,941.09,food,17.91,bread
8933,2.62,579.92,clothing,10.18,jeans
452,2.63,790.47,furniture,11.6,dining table
3590,2.63,810.45,furniture,8.6,chair
5001,2.63,503.76,clothing,15.03,t-shirt
6719,2.63,694.05,furniture,6.45,sofa
9923,2.63,75.08,furniture,4.13,dining table
1554,2.64,828.79,clothing,19.88,tie
2104,2.64,25.96,food,4.58,wrap
3089,2.64,203.95,clothing,1.61,jeans
3638,2.64,214.58,clothing,0.2,tie
7596,2.64,434.34,furniture,5.75,chair
8278,2.64,459.32,food,16.02,chicken
8733,2.64,404.48,clothing,15.9,shirt
8884,2.64,856.7,furniture,1.19,desk
829,2.65,275.34,clothing,1.76,tie
1569,2.65,315.67,furniture,12.96,dining table
2798,2.65,616.39,clothing,6.48,socks
2921,2.65,133.18,furniture,2.04,chair
3471,2.65,939.65,food,6.78,rice
7389,2.65,67.26,clothing,2.94,socks
9215,2.65,877.92,furniture,16.77,desk
96,2.66,842.35,furniture,1.6,bed
654,2.66,384.71,food,4.22,quinoa
821,2.66,553.62,clothing,4.37,dress
1370,2.66,954.5,furniture,12.28,chair
1944,2.66,931.86,furniture,4.17,shelves
1953,2.66,731.77,clothing,19.65,trousers
2213,2.66,999.04,food,11.01,sauce
2334,2.66,111.43,clothing,13.88,tie
5765,2.66,266.97,clothing,4.99,trousers
6057,2.66,925.74,clothing,5.7,socks
7869,2.66,104.12,furniture,19.0,cot
8226,2.66,320.13,clothing,18.99,shirt
8614,2.66,713.06,food,0.15,beef
9468,2.66,873.74,clothing,7.77,polo
1692,2.67,424.03,food,11.1,roll
2460,2.67,422.16,furniture,0.93,press
3887,2.67,50.67,furniture,5.36,desk
5429,2.67,817.21,clothing,1.3,dress
5555,2.67,59.14,furniture,13.2,cot
7376,2.67,521.58,furniture,8.42,desk
7615,2.67,96.26,furniture,2.76,bed
8525,2.67,150.5,clothing,13.08,t-shirt
9740,2.67,331.65,clothing,18.02,polo
3921,2.68,893.21,food,18.31,beef
4895,2.68,535.42,furniture,19.32,sofa
5088,2.68,301.05,food,1.29,chicken
8937,2.68,95.79,furniture,7.95,chair
9604,2.68,847.95,clothing,14.87,underwear
239,2.69,884.48,clothing,17.78,t-shirt
1521,2.69,25.94,food,10.09,beef
1701,2.69,667.82,food,19.27,wrap
3303,2.69,433.14,furniture,18.03,press
3678,2.69,872.89,food,6.63,chicken
3732,2.69,337.67,clothing,6.77,t-shirt
5076,2.69,976.32,food,17.99,noodles
6611,2.69,657.45,clothing,13.86,jeans
8436,2.69,451.51,furniture,0.96,press
9720,2.69,421.94,furniture,9.86,desk
436,2.7,486.93,clothing,7.45,dress
680,2.7,542.59,food,16.07,rice
845,2.7,756.57,clothing,1.06,t-shirt
1099,2.7,394.65,clothing,6.79,dress
2005,2.7,230.19,clothing,19.49,polo
3293,2.7,215.15,clothing,2.29,socks
3414,2.7,351.59,clothing,14.09,trousers
4070,2.7,687.9,clothing,5.61,jeans
4780,2.7,14.98,furniture,10.21,desk
5155,2.7,882.8,clothing,11.52,jeans
5385,2.7,636.69,furniture,7.74,cot
5815,2.7,944.94,food,12.62,whey
8341,2.7,180.98,clothing,1.05,skirt
8448,2.7,132.69,furniture,7.81,sofa
9526,2.7,62.86,furniture,3.38,press
9595,2.7,683.81,furniture,11.4,chair
196,2.71,865.8,food,17.54,bread
4101,2.71,735.41,food,4.84,noodles
4667,2.71,821.2,furniture,1.51,press
4800,2.71,157.45,food,16.17,sauce
5639,2.71,190.04,furniture,13.48,press
6725,2.71,457.21,furniture,5.33,cot
6947,2.71,735.88,clothing,3.61,trousers
7484,2.71,175.48,furniture,7.91,bed
9724,2.71,123.17,food,0.08,chicken
689,2.72,844.11,clothing,0.8,polo
3627,2.72,835.36,food,5.39,yoghurt
4117,2.72,121.32,clothing,7.41,skirt
5456,2.72,122.88,food,14.08,beef
6944,2.72,474.14,clothing,15.22,t-shirt
8811,2.72,656.5,food,12.3,bread
8848,2.72,324.04,food,1.15,noodles
9600,2.72,264.87,food,8.9,sauce
2477,2.73,845.36,furniture,5.74,cot
4454,2.73,856.96,food,2.24,wrap
4952,2.73,99.26,food,19.37,rice
4967,2.73,63.47,food,2.44,bread
5410,2.73,796.99,food,8.8,roll
5434,2.73,190.6,furniture,17.98,cot
6432,2.73,34.55,clothing,19.5,underwear
7891,2.73,307.34,food,1.87,whey
1830,2.74,430.27,food,16.27,chicken
1958,2.74,892.53,food,7.26,chicken
4423,2.74,845.5,food,4.39,ice cream
5745,2.74,148.95,clothing,15.38,socks
6648,2.74,659.6,furniture,7.15,desk
3647,2.75,761.97,food,6.55,chicken
4214,2.75,60.5,food,2.19,noodles
4840,2.75,565.81,furniture,5.94,chair
5172,2.75,789.11,furniture,4.91,sofa
5606,2.75,134.86,clothing,2.0,jeans
6891,2.75,974.06,food,5.91,wrap
2775,2.76,492.42,clothing,3.47,t-shirt
2804,2.76,363.41,furniture,18.68,cot
3282,2.76,211.24,clothing,13.22,jeans
3373,2.76,602.59,furniture,9.31,shelves
3856,2.76,345.3,furniture,8.08,desk
4096,2.76,684.82,furniture,12.86,cot
4884,2.76,798.16,furniture,7.34,dining table
4943,2.76,500.34,furniture,4.8,dining table
5229,2.76,174.18,clothing,11.96,shirt
5444,2.76,316.82,furniture,11.06,dining table
5945,2.76,138.16,clothing,16.85,trousers
5979,2.76,436.91,furniture,11.86,cot
6265,2.76,939.38,furniture,11.39,bed
7342,2.76,712.32,food,5.97,bread
7721,2.76,775.59,food,13.29,sauce
8105,2.76,441.24,furniture,1.56,dining table
9993,2.76,670.5,clothing,10.75,t-shirt
1365,2.77,555.23,clothing,7.51,socks
4051,2.77,59.14,food,2.78,chicken
4286,2.77,377.01,food,1.35,yoghurt
5161,2.77,728.59,furniture,18.45,shelves
5975,2.77,956.5,clothing,4.09,skirt
6691,2.77,286.09,clothing,19.65,dress
6920,2.77,103.23,clothing,0.39,shirt
7006,2.77,787.59,food,5.26,quinoa
8372,2.77,712.87,food,2.64,yoghurt
9285,2.77,851.69,food,14.41,ice cream
119,2.78,116.81,furniture,6.38,sofa
218,2.78,342.25,food,3.82,bread
2958,2.78,393.94,clothing,10.71,shirt
4023,2.78,613.78,food,9.56,wrap
4561,2.78,381.48,food,9.57,wrap
6006,2.78,436.71,clothing,6.82,polo
6189,2.78,719.47,furniture,0.92,sofa
7077,2.78,699.96,food,2.36,whey
7273,2.78,211.77,food,4.24,yoghurt
8188,2.78,573.8,food,11.31,noodles
8363,2.78,809.34,furniture,19.73,chair
270,2.79,790.17,food,2.34,bread
302,2.79,846.76,clothing,18.74,shirt
1368,2.79,283.14,furniture,17.39,chair
2711,2.79,784.37,clothing,18.01,polo
4744,2.79,896.36,food,16.21,yoghurt
5460,2.79,144.46,furniture,12.51,shelves
6545,2.79,154.93,clothing,15.4,socks
6728,2.79,84.48,furniture,10.15,desk
7198,2.79,856.3,clothing,11.32,t-shirt
9965,2.79,756.11,food,7.62,noodles
258,2.8,451.19,furniture,1.02,cot
1812,2.8,54.59,furniture,9.31,cot
2045,2.8,398.57,clothing,15.14,trousers
3178,2.8,301.46,furniture,8.34,cot
3289,2.8,367.23,clothing,6.9,socks
4296,2.8,763.42,furniture,2.87,dining table
4558,2.8,60.84,clothing,16.53,dress
5322,2.8,703.55,food,6.48,noodles
5388,2.8,184.85,furniture,9.01,cot
5505,2.8,122.3,clothing,1.18,dress
7562,2.8,711.88,clothing,3.75,shirt
7910,2.8,968.14,food,7.12,quinoa
9914,2.8,733.27,food,15.8,ice cream
528,2.81,676.89,food,14.36,wrap
2092,2.81,902.05,clothing,3.07,polo
2131,2.81,565.97,food,0.11,rice
5356,2.81,290.04,furniture,13.46,press
5948,2.81,779.4,clothing,0.61,jeans
7204,2.81,788.18,clothing,15.68,trousers
7811,2.81,229.74,furniture,2.15,bed
8297,2.81,134.8,furniture,5.35,dining table
8942,2.81,648.15,food,5.43,rice
9409,2.81,107.3,food,9.52,wrap
719,2.82,171.44,food,8.49,ice cream
1045,2.82,708.34,furniture,19.39,shelves
3509,2.82,575.85,food,5.47,yoghurt
3720,2.82,349.3,clothing,19.01,dress
5542,2.82,164.68,food,2.47,chicken
6493,2.82,127.03,food,12.08,roll
6721,2.82,495.16,furniture,1.77,desk
7287,2.82,324.66,food,12.41,noodles
7634,2.82,688.01,clothing,19.22,socks
9283,2.82,77.37,clothing,11.93,dress
1009,2.83,697.73,furniture,18.71,shelves
1144,2.83,337.6,clothing,7.96,underwear
1661,2.83,579.65,clothing,1.84,shirt
1792,2.83,28.08,furniture,2.48,dining table
1800,2.83,721.55,clothing,14.64,t-shirt
2718,2.83,994.46,clothing,13.98,dress
3810,2.83,858.99,clothing,16.36,underwear
4109,2.83,469.15,food,2.03,roll
6700,2.83,762.43,furniture,16.94,chair
6714,2.83,476.66,food,19.81,noodles
9027,2.83,693.31,food,4.1,quinoa
785,2.84,461.08,furniture,16.63,desk
2316,2.84,888.55,furniture,17.17,sofa
3396,2.84,807.01,food,0.19,wrap
3555,2.84,271.45,furniture,17.25,sofa
4587,2.84,402.54,clothing,12.99,dress
5204,2.84,138.03,clothing,13.63,socks
5911,2.84,528.69,furniture,7.54,sofa
6031,2.84,900.47,furniture,8.0,dining table
658,2.85,239.76,clothing,10.17,dress
702,2.85,854.44,food,12.43,roll
755,2.85,69.32,furniture,4.69,cot
1986,2.85,42.71,food,2.6,ice cream
2475,2.85,736.08,clothing,19.96,trousers
4060,2.85,72.95,clothing,17.52,t-shirt
5371,2.85,510.46,food,5.78,chicken
5867,2.85,695.01,furniture,10.06,desk
7410,2.85,32.7,furniture,14.59,press
7551,2.85,560.24,food,15.06,quinoa
7717,2.85,258.86,food,13.37,bread
8111,2.85,10.98,clothing,12.7,socks
8327,2.85,515.43,furniture,19.1,bed
9077,2.85,579.56,clothing,6.94,dress
9756,2.85,512.07,furniture,8.78,shelves
596,2.86,662.61,clothing,1.89,skirt
2044,2.86,887.13,food,5.98,whey
3255,2.86,909.16,food,0.8,noodles
3540,2.86,469.84,food,5.1,wrap
4538,2.86,520.7,furniture,16.54,press
4769,2.86,914.96,clothing,6.19,tie
4905,2.86,705.95,clothing,9.9,dress
5075,2.86,38.77,food,14.69,rice
6076,2.86,840.32,food,14.76,yoghurt
7069,2.86,333.29,furniture,4.53,desk
8141,2.86,161.1,food,2.03,quinoa
9697,2.86,959.99,clothing,14.99,polo
9711,2.86,600.22,clothing,15.1,dress
9752,2.86,340.66,clothing,19.61,tie
419,2.87,67.62,clothing,6.13,underwear
1642,2.87,660.15,clothing,9.25,shirt
2177,2.87,521.79,furniture,10.1,dining table
3166,2.87,83.16,furniture,8.45,shelves
3804,2.87,888.74,food,11.36,sauce
6072,2.87,409.01,furniture,16.25,shelves
6116,2.87,760.64,furniture,1.97,sofa
7171,2.87,752.48,clothing,5.81,socks
8152,2.87,39.5,furniture,11.39,bed
8637,2.87,821.4,clothing,16.62,trousers
749,2.88,211.31,clothing,14.39,tie
957,2.88,71.45,food,4.13,wrap
1594,2.88,264.94,food,2.24,sauce
2294,2.88,517.8,food,16.0,chicken
2603,2.88,877.31,furniture,9.25,press
2847,2.88,854.93,food,5.6,quinoa
3107,2.88,302.23,furniture,2.13,press
5057,2.88,81.53,furniture,18.34,bed
5193,2.88,669.15,food,1.44,beef
5273,2.88,510.63,clothing,13.99,shirt
6499,2.88,82.2,furniture,10.14,dining table
6634,2.88,366.45,furniture,8.31,press
7116,2.88,321.7,clothing,17.01,socks
8686,2.88,341.68,clothing,7.52,dress
8712,2.88,267.58,clothing,1.19,dress
29,2.89,847.21,clothing,2.4,jeans
1396,2.89,707.67,furniture,16.34,chair
1552,2.89,584.94,food,13.85,whey
2164,2.89,590.04,clothing,16.82,socks
3196,2.89,826.43,food,12.52,ice cream
5621,2.89,273.77,clothing,1.76,underwear
7073,2.89,805.38,furniture,2.35,cot
8269,2.89,378.37,clothing,15.07,skirt
8279,2.89,912.44,food,10.28,yoghurt
72,2.9,810.62,food,12.54,wrap
1063,2.9,566.65,furniture,1.4,cot
2077,2.9,132.7,furniture,2.77,sofa
4188,2.9,581.78,clothing,11.83,underwear
4292,2.9,374.12,furniture,1.19,shelves
4608,2.9,173.08,clothing,18.69,underwear
6574,2.9,981.38,furniture,19.89,sofa
7606,2.9,123.2,food,2.07,yoghurt
7836,2.9,486.61,food,17.59,rice
8663,2.9,772.3,furniture,2.9,desk
8669,2.9,877.18,clothing,1.93,skirt
9376,2.9,678.99,furniture,16.72,dining table
1482,2.91,692.45,furniture,12.78,chair
2189,2.91,928.04,clothing,5.74,tie
2463,2.91,233.33,furniture,13.37,press
3218,2.91,219.08,clothing,4.03,skirt
3444,2.91,85.11,clothing,14.4,t-shirt
4299,2.91,601.32,furniture,15.68,shelves
5299,2.91,273.44,clothing,15.31,trousers
5800,2.91,886.89,furniture,13.88,shelves
6959,2.91,903.54,food,3.63,ice cream
7052,2.91,532.1,food,12.52,sauce
8067,2.91,819.98,clothing,10.33,socks
8405,2.91,140.66,food,1.69,roll
49,2.92,332.67,clothing,19.74,trousers
1297,2.92,8.35,furniture,0.32,dining table
2367,2.92,591.68,clothing,5.8,underwear
4224,2.92,842.73,food,5.85,yoghurt
4384,2.92,662.35,clothing,6.57,jeans
4917,2.92,460.39,furniture,4.12,desk
5263,2.92,90.8,clothing,18.16,jeans
5557,2.92,497.09,food,15.0,beef
5663,2.92,795.37,food,13.11,chicken
6770,2.92,95.65,food,1.21,rice
8537,2.92,995.74,food,4.89,sauce
9678,2.92,833.07,food,18.49,rice
220,2.93,584.92,furniture,6.5,bed
1511,2.93,157.89,food,8.33,wrap
3985,2.93,483.95,clothing,0.83,underwear
4147,2.93,163.02,furniture,4.16,press
4733,2.93,477.76,clothing,5.77,skirt
4739,2.93,39.13,furniture,17.44,dining table
4924,2.93,957.76,food,1.22,quinoa
5084,2.93,413.3,furniture,9.77,cot
5308,2.93,801.21,furniture,7.34,press
6171,2.93,129.99,clothing,2.64,socks
6658,2.93,700.76,furniture,8.53,sofa
7101,2.93,139.55,clothing,18.63,skirt
8531,2.93,736.5,clothing,12.78,polo
9218,2.93,264.56,furniture,13.02,shelves
9225,2.93,351.55,furniture,16.41,chair
9362,2.93,220.63,food,7.97,chicken
376,2.94,836.19,food,10.25,sauce
649,2.94,378.25,clothing,1.6,skirt
1420,2.94,891.37,food,14.7,sauce
1931,2.94,739.59,furniture,16.79,sofa
2857,2.94,186.59,food,0.72,rice
3721,2.94,41.71,clothing,1.35,jeans
4529,2.94,903.9,food,6.26,wrap
6026,2.94,441.65,furniture,3.15,dining table
6995,2.94,292.53,furniture,2.14,desk
8818,2.94,736.01,clothing,19.0,polo
8855,2.94,456.25,food,5.35,whey
9289,2.94,919.39,furniture,10.6,bed
831,2.95,433.55,food,6.69,chicken
1351,2.95,37.92,clothing,3.18,jeans
1615,2.95,286.64,food,2.7,whey
3501,2.95,397.69,clothing,13.3,jeans
5338,2.95,56.5,food,14.85,roll
7188,2.95,792.01,clothing,14.55,dress
8658,2.95,566.6,clothing,12.97,polo
